% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.493	1	0	50	4	4	20	389	0	0
0.401	1	0	41	2	3	14	775	0	0
0.494	1	0	50	5	1	8	241	0	0
0.494	1	0	50	5	2	28	373	0	0
0.494	1	0	50	5	5	22	349	0	0
0.402	1	0	41	3	5	22	1383	0	0
0.495	1	0	50	6	1	8	137	0	0
0.495	1	0	50	6	3	14	317	0	0
0.495	1	0	50	6	4	20	293	0	0
0.403	1	0	41	4	1	8	421	0	0
0.496	1	0	50	7	1	8	241	0	0
0.404	1	0	41	5	2	28	2196	0	0
0.496	1	0	50	7	2	28	373	0	0
0.496	1	0	50	7	5	22	349	0	0
0.405	1	0	41	6	1	8	421	0	0
0.497	1	0	50	8	1	8	67	0	0
0.497	1	0	50	8	3	14	389	0	0
0.497	1	0	50	8	4	20	389	0	0
0.406	1	0	41	7	3	14	775	0	0
0.498	1	0	50	9	1	8	241	0	0
0.498	1	0	50	9	2	28	373	0	0
0.407	1	0	41	8	4	20	1191	0	0
0.498	1	0	50	9	5	22	349	0	0
0.408	1	0	41	9	1	8	421	0	0
0.499	1	0	50	10	1	8	137	0	0
0.499	1	0	50	10	3	14	317	0	0
0.499	1	0	50	10	4	20	293	0	0
0.409	1	0	41	10	5	22	1383	0	0
0.41	1	0	42	1	3	14	775	0	0
0.5	1	0	51	1	1	8	241	0	0
0.5	1	0	51	1	2	28	373	0	0
0.5	1	0	51	1	5	22	349	0	0
0.411	1	0	42	2	1	8	421	0	0
0.501	1	0	51	2	1	8	67	0	0
0.501	1	0	51	2	3	14	389	0	0
0.501	1	0	51	2	4	20	389	0	0
0.412	1	0	42	3	4	20	1191	0	0
0.413	1	0	42	4	1	8	421	0	0
0.502	1	0	51	3	1	8	241	0	0
0.502	1	0	51	3	2	28	373	0	0
0.502	1	0	51	3	5	22	349	0	0
0.414	1	0	42	5	3	14	775	0	0
0.503	1	0	51	4	1	8	173	0	0
0.503	1	0	51	4	3	14	253	0	0
0.503	1	0	51	4	4	20	293	0	0
0.415	1	0	42	6	1	8	421	0	0
0.416	1	0	42	7	2	28	2196	0	0
0.504	1	0	51	5	1	8	209	0	0
0.504	1	0	51	5	2	28	185	0	0
0.504	1	0	51	5	3	14	125	0	0
0.504	1	0	51	5	5	22	349	0	0
0.417	1	0	42	8	5	22	1383	0	0
0.505	1	0	51	6	1	8	32	0	0
0.505	1	0	51	6	2	28	373	0	0
0.505	1	0	51	6	3	14	317	0	0
0.505	1	0	51	6	4	20	389	0	0
0.418	1	0	42	9	1	8	421	0	0
0.419	1	0	42	10	3	14	775	0	0
0.506	1	0	51	7	1	8	317	0	0
0.506	1	0	51	7	5	22	349	0	0
0.42	1	0	43	1	4	20	1191	0	0
0.421	1	0	43	2	1	8	421	0	0
0.507	1	0	51	8	1	8	67	0	0
0.507	1	0	51	8	2	28	185	0	0
0.507	1	0	51	8	3	14	317	0	0
0.507	1	0	51	8	4	20	389	0	0
0.422	1	0	43	3	1	8	421	0	0
0.508	1	0	51	9	1	8	317	0	0
0.508	1	0	51	9	5	22	349	0	0
0.423	1	0	43	4	3	14	775	0	0
0.424	1	0	43	5	1	8	421	0	0
0.509	1	0	51	10	2	28	373	0	0
0.509	1	0	51	10	3	14	389	0	0
0.509	1	0	51	10	4	20	389	0	0
0.425	1	0	43	6	5	22	1383	0	0
0.426	1	0	43	7	4	20	1191	0	0
0.51	1	0	52	1	1	8	317	0	0
0.51	1	0	52	1	5	22	349	0	0
0.427	1	0	43	8	1	8	421	0	0
0.511	1	0	52	2	1	8	67	0	0
0.511	1	0	52	2	2	28	373	0	0
0.511	1	0	52	2	3	14	317	0	0
0.511	1	0	52	2	4	20	293	0	0
0.428	1	0	43	9	2	28	2196	0	0
0.429	1	0	43	10	3	14	775	0	0
0.512	1	0	52	3	1	8	317	0	0
0.512	1	0	52	3	5	22	349	0	0
0.43	1	0	44	1	1	8	421	0	0
0.513	1	0	52	4	2	28	373	0	0
0.513	1	0	52	4	3	14	389	0	0
0.513	1	0	52	4	4	20	389	0	0
0.431	1	0	44	2	3	14	775	0	0
0.514	1	0	52	5	1	8	317	0	0
0.514	1	0	52	5	5	22	349	0	0
0.432	1	0	44	3	1	8	421	0	0
0.515	1	0	52	6	1	8	67	0	0
0.515	1	0	52	6	2	28	373	0	0
0.515	1	0	52	6	3	14	317	0	0
0.515	1	0	52	6	4	20	293	0	0
0.433	1	0	44	4	4	20	1191	0	0
0.516	1	0	52	7	1	8	317	0	0
0.516	1	0	52	7	5	22	349	0	0
0.434	1	0	44	5	5	22	1383	0	0
0.517	1	0	52	8	2	28	373	0	0
0.517	1	0	52	8	3	14	389	0	0
0.517	1	0	52	8	4	20	389	0	0
0.435	1	0	44	6	1	8	421	0	0
0.518	1	0	52	9	1	8	317	0	0
0.518	1	0	52	9	5	22	349	0	0
0.436	1	0	44	7	3	14	775	0	0
0.519	1	0	52	10	1	8	67	0	0
0.519	1	0	52	10	2	28	373	0	0
0.519	1	0	52	10	3	14	317	0	0
0.519	1	0	52	10	4	20	293	0	0
0.437	1	0	44	8	1	8	421	0	0
0.52	1	0	53	1	1	8	317	0	0
0.52	1	0	53	1	5	22	349	0	0
0.438	1	0	44	9	4	20	1191	0	0
0.521	1	0	53	2	2	28	373	0	0
0.521	1	0	53	2	3	14	389	0	0
0.521	1	0	53	2	4	20	389	0	0
0.439	1	0	44	10	1	8	421	0	0
0.522	1	0	53	3	1	8	317	0	0
0.522	1	0	53	3	5	22	349	0	0
0.44	1	0	45	1	2	28	2196	0	0
0.523	1	0	53	4	1	8	32	0	0
0.523	1	0	53	4	2	28	373	0	0
0.523	1	0	53	4	3	14	317	0	0
0.523	1	0	53	4	4	20	389	0	0
0.441	1	0	45	2	5	22	1383	0	0
0.524	1	0	53	5	1	8	317	0	0
0.524	1	0	53	5	5	22	349	0	0
0.442	1	0	45	3	3	14	775	0	0
0.525	1	0	53	6	1	8	101	0	0
0.525	1	0	53	6	2	28	185	0	0
0.525	1	0	53	6	3	14	317	0	0
0.525	1	0	53	6	4	20	293	0	0
0.443	1	0	45	4	1	8	421	0	0
0.526	1	0	53	7	1	8	277	0	0
0.526	1	0	53	7	2	28	185	0	0
0.526	1	0	53	7	5	22	349	0	0
0.444	1	0	45	5	1	8	421	0	0
0.527	1	0	53	8	2	28	185	0	0
0.527	1	0	53	8	3	14	389	0	0
0.527	1	0	53	8	4	20	389	0	0
0.527	1	0	53	8	5	22	113	0	0
0.445	1	0	45	6	3	14	775	0	0
0.528	1	0	53	9	1	8	349	0	0
0.528	1	0	53	9	5	22	233	0	0
0.446	1	0	45	7	4	20	1191	0	0
0.529	1	0	53	10	2	28	373	0	0
0.529	1	0	53	10	3	14	317	0	0
0.529	1	0	53	10	4	20	389	0	0
0.529	1	0	53	10	5	22	113	0	0
0.447	1	0	45	8	1	8	421	0	0
0.53	1	0	54	1	1	8	349	0	0
0.53	1	0	54	1	5	22	233	0	0
0.448	1	0	45	9	5	22	1383	0	0
0.531	1	0	54	2	2	28	373	0	0
0.531	1	0	54	2	3	14	389	0	0
0.531	1	0	54	2	4	20	293	0	0
0.531	1	0	54	2	5	22	113	0	0
0.449	1	0	45	10	1	8	421	0	0
0.532	1	0	54	3	1	8	349	0	0
0.532	1	0	54	3	5	22	233	0	0
0.45	1	0	46	1	3	14	775	0	0
0.451	1	0	46	2	1	8	421	0	0
0.533	1	0	54	4	2	28	373	0	0
0.533	1	0	54	4	3	14	317	0	0
0.533	1	0	54	4	4	20	389	0	0
0.533	1	0	54	4	5	22	113	0	0
0.452	1	0	46	3	2	28	2196	0	0
0.534	1	0	54	5	1	8	349	0	0
0.534	1	0	54	5	5	22	233	0	0
0.453	1	0	46	4	4	20	1191	0	0
0.535	1	0	54	6	2	28	373	0	0
0.535	1	0	54	6	3	14	389	0	0
0.535	1	0	54	6	4	20	293	0	0
0.535	1	0	54	6	5	22	113	0	0
0.454	1	0	46	5	1	8	421	0	0
0.455	1	0	46	6	3	14	775	0	0
0.536	1	0	54	7	1	8	349	0	0
0.536	1	0	54	7	5	22	233	0	0
0.456	1	0	46	7	5	22	1383	0	0
0.537	1	0	54	8	2	28	373	0	0
0.537	1	0	54	8	3	14	317	0	0
0.537	1	0	54	8	4	20	389	0	0
0.537	1	0	54	8	5	22	113	0	0
0.457	1	0	46	8	1	8	421	0	0
0.458	1	0	46	9	3	14	775	0	0
0.538	1	0	54	9	1	8	349	0	0
0.538	1	0	54	9	5	22	233	0	0
0.459	1	0	46	10	1	8	421	0	0
0.539	1	0	54	10	2	28	373	0	0
0.539	1	0	54	10	3	14	317	0	0
0.539	1	0	54	10	4	20	293	0	0
0.539	1	0	54	10	5	22	233	0	0
0.46	1	0	47	1	4	20	1191	0	0
0.461	1	0	47	2	1	8	421	0	0
0.54	1	0	55	1	1	8	349	0	0
0.54	1	0	55	1	3	14	125	0	0
0.462	1	0	47	3	3	14	775	0	0
0.463	1	0	47	4	1	8	421	0	0
0.541	1	0	55	2	2	28	185	0	0
0.541	1	0	55	2	3	14	253	0	0
0.541	1	0	55	2	4	20	389	0	0
0.541	1	0	55	2	5	22	349	0	0
0.464	1	0	47	5	2	28	2196	0	0
0.542	1	0	55	3	1	8	349	0	0
0.542	1	0	55	3	2	28	373	0	0
0.465	1	0	47	6	5	22	1383	0	0
0.466	1	0	47	7	4	20	1191	0	0
0.543	1	0	55	4	3	14	317	0	0
0.543	1	0	55	4	4	20	389	0	0
0.543	1	0	55	4	5	22	349	0	0
0.467	1	0	47	8	1	8	421	0	0
0.544	1	0	55	5	1	8	349	0	0
0.544	1	0	55	5	3	14	125	0	0
0.468	1	0	47	9	3	14	775	0	0
0.469	1	0	47	10	1	8	421	0	0
0.545	1	0	55	6	2	28	373	0	0
0.545	1	0	55	6	3	14	253	0	0
0.545	1	0	55	6	4	20	293	0	0
0.545	1	0	55	6	5	22	349	0	0
0.47	1	0	48	1	1	8	421	0	0
0.546	1	0	55	7	1	8	349	0	0
0.546	1	0	55	7	3	14	125	0	0
0.471	1	0	48	2	5	22	1383	0	0
0.547	1	0	55	8	2	28	373	0	0
0.547	1	0	55	8	3	14	193	0	0
0.547	1	0	55	8	4	20	389	0	0
0.547	1	0	55	8	5	22	349	0	0
0.472	1	0	48	3	3	14	775	0	0
0.548	1	0	55	9	1	8	317	0	0
0.548	1	0	55	9	3	14	193	0	0
0.473	1	0	48	4	4	20	1191	0	0
0.549	1	0	55	10	1	8	137	0	0
0.549	1	0	55	10	2	28	373	0	0
0.549	1	0	55	10	4	20	293	0	0
0.549	1	0	55	10	5	22	349	0	0
0.474	1	0	48	5	1	8	421	0	0
0.55	1	0	56	1	1	8	209	0	0
0.55	1	0	56	1	3	14	389	0	0
0.475	1	0	48	6	1	8	421	0	0
0.551	1	0	56	2	1	8	101	0	0
0.551	1	0	56	2	2	28	373	0	0
0.551	1	0	56	2	4	20	389	0	0
0.551	1	0	56	2	5	22	349	0	0
0.476	1	0	48	7	2	28	2196	0	0
0.552	1	0	56	3	1	8	241	0	0
0.552	1	0	56	3	3	14	317	0	0
0.477	1	0	48	8	3	14	775	0	0
0.553	1	0	56	4	1	8	137	0	0
0.553	1	0	56	4	2	28	373	0	0
0.553	1	0	56	4	4	20	293	0	0
0.553	1	0	56	4	5	22	349	0	0
0.478	1	0	48	9	1	8	421	0	0
0.479	1	0	48	10	5	22	1383	0	0
0.554	1	0	56	5	1	8	241	0	0
0.554	1	0	56	5	3	14	317	0	0
0.48	1	0	49	1	4	20	1191	0	0
0.555	1	0	56	6	2	28	373	0	0
0.555	1	0	56	6	3	14	193	0	0
0.555	1	0	56	6	4	20	389	0	0
0.555	1	0	56	6	5	22	349	0	0
0.481	1	0	49	2	1	8	421	0	0
0.556	1	0	56	7	1	8	349	0	0
0.556	1	0	56	7	3	14	125	0	0
0.482	1	0	49	3	3	14	775	0	0
0.483	1	0	49	4	1	8	421	0	0
0.557	1	0	56	8	2	28	185	0	0
0.557	1	0	56	8	3	14	253	0	0
0.557	1	0	56	8	4	20	389	0	0
0.557	1	0	56	8	5	22	349	0	0
0.484	1	0	49	5	3	14	775	0	0
0.558	1	0	56	9	1	8	349	0	0
0.558	1	0	56	9	2	28	373	0	0
0.485	1	0	49	6	1	8	421	0	0
0.559	1	0	56	10	3	14	389	0	0
0.559	1	0	56	10	4	20	293	0	0
0.559	1	0	56	10	5	22	349	0	0
0.486	1	0	49	7	4	20	1191	0	0
0.487	1	0	49	8	5	22	1383	0	0
0.56	1	0	57	1	1	8	389	0	0
0.56	1	0	57	1	2	28	185	0	0
0.488	1	0	49	9	2	28	2196	0	0
0.561	1	0	57	2	3	14	317	0	0
0.561	1	0	57	2	4	20	389	0	0
0.561	1	0	57	2	5	22	349	0	0
0.489	1	0	49	10	1	8	421	0	0
0.49	1	0	50	1	3	14	775	0	0
0.562	1	0	57	3	1	8	349	0	0
0.562	1	0	57	3	2	28	373	0	0
0.491	1	0	50	2	1	8	421	0	0
0.492	1	0	50	3	1	8	421	0	0
0.563	1	0	57	4	3	14	317	0	0
0.563	1	0	57	4	4	20	389	0	0
0.563	1	0	57	4	5	22	349	0	0
0.493	1	0	50	4	4	20	1191	0	0
0.494	1	0	50	5	3	14	775	0	0
0.564	1	0	57	5	1	8	317	0	0
0.564	1	0	57	5	2	28	373	0	0
0.564	1	0	57	5	3	14	61	0	0
0.495	1	0	50	6	5	22	1383	0	0
0.565	1	0	57	6	1	8	32	0	0
0.565	1	0	57	6	3	14	317	0	0
0.565	1	0	57	6	4	20	293	0	0
0.565	1	0	57	6	5	22	349	0	0
0.496	1	0	50	7	1	8	421	0	0
0.497	1	0	50	8	1	8	421	0	0
0.566	1	0	57	7	1	8	349	0	0
0.566	1	0	57	7	2	28	373	0	0
0.498	1	0	50	9	3	14	775	0	0
0.567	1	0	57	8	3	14	317	0	0
0.567	1	0	57	8	4	20	389	0	0
0.567	1	0	57	8	5	22	349	0	0
0.499	1	0	50	10	4	20	1191	0	0
0.568	1	0	57	9	1	8	317	0	0
0.568	1	0	57	9	2	28	373	0	0
0.568	1	0	57	9	3	14	61	0	0
0.5	1	0	51	1	2	28	2196	0	0
0.569	1	0	57	10	1	8	32	0	0
0.569	1	0	57	10	3	14	317	0	0
0.569	1	0	57	10	4	20	293	0	0
0.569	1	0	57	10	5	22	349	0	0
0.501	1	0	51	2	1	8	421	0	0
0.57	1	0	58	1	1	8	349	0	0
0.57	1	0	58	1	2	28	373	0	0
0.502	1	0	51	3	1	8	421	0	0
0.503	1	0	51	4	5	22	1383	0	0
0.571	1	0	58	2	3	14	317	0	0
0.571	1	0	58	2	4	20	389	0	0
0.571	1	0	58	2	5	22	349	0	0
0.504	1	0	51	5	3	14	775	0	0
0.572	1	0	58	3	1	8	317	0	0
0.572	1	0	58	3	2	28	373	0	0
0.572	1	0	58	3	3	14	61	0	0
0.505	1	0	51	6	1	8	421	0	0
0.506	1	0	51	7	4	20	1191	0	0
0.573	1	0	58	4	3	14	317	0	0
0.573	1	0	58	4	4	20	389	0	0
0.573	1	0	58	4	5	22	349	0	0
0.507	1	0	51	8	3	14	775	0	0
0.574	1	0	58	5	1	8	349	0	0
0.574	1	0	58	5	2	28	373	0	0
0.575	1	0	58	6	3	14	389	0	0
0.575	1	0	58	6	4	20	293	0	0
0.575	1	0	58	6	5	22	349	0	0
0.508	1	0	51	9	1	8	421	0	0
0.509	1	0	51	10	1	8	421	0	0
0.576	1	0	58	7	1	8	349	0	0
0.576	1	0	58	7	2	28	373	0	0
0.51	1	0	52	1	5	22	1383	0	0
0.577	1	0	58	8	3	14	317	0	0
0.577	1	0	58	8	4	20	389	0	0
0.577	1	0	58	8	5	22	349	0	0
0.511	1	0	52	2	3	14	775	0	0
0.578	1	0	58	9	1	8	389	0	0
0.578	1	0	58	9	2	28	185	0	0
0.512	1	0	52	3	2	28	2196	0	0
0.513	1	0	52	4	1	8	421	0	0
0.579	1	0	58	10	3	14	389	0	0
0.579	1	0	58	10	4	20	293	0	0
0.579	1	0	58	10	5	22	349	0	0
0.514	1	0	52	5	4	20	1191	0	0
0.515	1	0	52	6	1	8	421	0	0
0.58	1	0	59	1	1	8	349	0	0
0.58	1	0	59	1	2	28	373	0	0
0.516	1	0	52	7	3	14	775	0	0
0.517	1	0	52	8	1	8	421	0	0
0.581	1	0	59	2	3	14	317	0	0
0.581	1	0	59	2	4	20	389	0	0
0.581	1	0	59	2	5	22	349	0	0
0.518	1	0	52	9	5	22	1383	0	0
0.582	1	0	59	3	1	8	349	0	0
0.582	1	0	59	3	2	28	373	0	0
0.519	1	0	52	10	1	8	421	0	0
0.52	1	0	53	1	4	20	1191	0	0
0.583	1	0	59	4	3	14	317	0	0
0.583	1	0	59	4	4	20	389	0	0
0.583	1	0	59	4	5	22	349	0	0
0.521	1	0	53	2	3	14	775	0	0
0.522	1	0	53	3	1	8	421	0	0
0.584	1	0	59	5	1	8	317	0	0
0.584	1	0	59	5	2	28	373	0	0
0.584	1	0	59	5	3	14	61	0	0
0.523	1	0	53	4	2	28	2196	0	0
0.524	1	0	53	5	1	8	421	0	0
0.585	1	0	59	6	1	8	32	0	0
0.585	1	0	59	6	3	14	317	0	0
0.585	1	0	59	6	4	20	293	0	0
0.585	1	0	59	6	5	22	349	0	0
0.525	1	0	53	6	3	14	775	0	0
0.586	1	0	59	7	1	8	349	0	0
0.586	1	0	59	7	2	28	373	0	0
0.526	1	0	53	7	5	22	1383	0	0
0.527	1	0	53	8	4	20	1191	0	0
0.587	1	0	59	8	3	14	317	0	0
0.587	1	0	59	8	4	20	389	0	0
0.587	1	0	59	8	5	22	349	0	0
0.528	1	0	53	9	1	8	421	0	0
0.529	1	0	53	10	1	8	421	0	0
0.588	1	0	59	9	1	8	317	0	0
0.588	1	0	59	9	2	28	373	0	0
0.588	1	0	59	9	3	14	61	0	0
0.53	1	0	54	1	3	14	775	0	0
0.531	1	0	54	2	1	8	421	0	0
0.589	1	0	59	10	1	8	32	0	0
0.589	1	0	59	10	3	14	317	0	0
0.589	1	0	59	10	4	20	293	0	0
0.589	1	0	59	10	5	22	349	0	0
0.532	1	0	54	3	4	20	1191	0	0
0.59	1	0	60	1	1	8	349	0	0
0.59	1	0	60	1	2	28	373	0	0
0.533	1	0	54	4	5	22	1383	0	0
0.591	1	0	60	2	3	14	317	0	0
0.591	1	0	60	2	4	20	389	0	0
0.591	1	0	60	2	5	22	349	0	0
0.534	1	0	54	5	3	14	775	0	0
0.592	1	0	60	3	1	8	317	0	0
0.592	1	0	60	3	2	28	373	0	0
0.592	1	0	60	3	3	14	61	0	0
0.535	1	0	54	6	1	8	421	0	0
0.593	1	0	60	4	3	14	317	0	0
0.593	1	0	60	4	4	20	389	0	0
0.593	1	0	60	4	5	22	349	0	0
0.536	1	0	54	7	2	28	2196	0	0
0.594	1	0	60	5	1	8	349	0	0
0.594	1	0	60	5	2	28	373	0	0
0.537	1	0	54	8	1	8	421	0	0
0.595	1	0	60	6	3	14	389	0	0
0.595	1	0	60	6	4	20	293	0	0
0.595	1	0	60	6	5	22	349	0	0
0.538	1	0	54	9	3	14	775	0	0
0.596	1	0	60	7	1	8	389	0	0
0.596	1	0	60	7	2	28	185	0	0
0.539	1	0	54	10	1	8	421	0	0
0.597	1	0	60	8	3	14	317	0	0
0.597	1	0	60	8	4	20	389	0	0
0.597	1	0	60	8	5	22	349	0	0
0.598	1	0	60	9	1	8	349	0	0
0.598	1	0	60	9	2	28	373	0	0
0.54	1	0	55	1	4	20	1191	0	0
0.599	1	0	60	10	3	14	389	0	0
0.599	1	0	60	10	4	20	293	0	0
0.541	1	0	55	2	1	8	421	0	0
0.599	1	0	60	10	5	22	349	0	0
0.542	1	0	55	3	5	22	1383	0	0
0.6	1	0	61	1	1	8	349	0	0
0.6	1	0	61	1	2	28	373	0	0
0.543	1	0	55	4	3	14	775	0	0
0.544	1	0	55	5	1	8	421	0	0
0.601	1	0	61	2	3	14	317	0	0
0.601	1	0	61	2	4	20	389	0	0
0.601	1	0	61	2	5	22	349	0	0
0.545	1	0	55	6	1	8	421	0	0
0.602	1	0	61	3	1	8	349	0	0
0.602	1	0	61	3	2	28	373	0	0
0.546	1	0	55	7	4	20	1191	0	0
0.603	1	0	61	4	3	14	389	0	0
0.603	1	0	61	4	4	20	293	0	0
0.603	1	0	61	4	5	22	349	0	0
0.547	1	0	55	8	3	14	775	0	0
0.548	1	0	55	9	2	28	2196	0	0
0.604	1	0	61	5	1	8	317	0	0
0.604	1	0	61	5	2	28	373	0	0
0.604	1	0	61	5	4	20	97	0	0
0.549	1	0	55	10	1	8	421	0	0
0.605	1	0	61	6	1	8	32	0	0
0.605	1	0	61	6	3	14	317	0	0
0.605	1	0	61	6	4	20	293	0	0
0.605	1	0	61	6	5	22	349	0	0
0.55	1	0	56	1	5	22	1383	0	0
0.606	1	0	61	7	1	8	349	0	0
0.606	1	0	61	7	2	28	373	0	0
0.551	1	0	56	2	1	8	421	0	0
0.552	1	0	56	3	3	14	775	0	0
0.607	1	0	61	8	3	14	317	0	0
0.607	1	0	61	8	4	20	389	0	0
0.607	1	0	61	8	5	22	349	0	0
0.553	1	0	56	4	4	20	1191	0	0
0.608	1	0	61	9	1	8	317	0	0
0.608	1	0	61	9	2	28	373	0	0
0.554	1	0	56	5	1	8	421	0	0
0.608	1	0	61	9	3	14	61	0	0
0.555	1	0	56	6	1	8	421	0	0
0.609	1	0	61	10	1	8	32	0	0
0.609	1	0	61	10	3	14	317	0	0
0.609	1	0	61	10	4	20	293	0	0
0.609	1	0	61	10	5	22	349	0	0
0.556	1	0	56	7	3	14	775	0	0
0.61	1	0	62	1	1	8	349	0	0
0.61	1	0	62	1	2	28	373	0	0
0.611	1	0	62	2	3	14	317	0	0
0.611	1	0	62	2	4	20	389	0	0
0.611	1	0	62	2	5	22	349	0	0
0.557	1	0	56	8	5	22	1383	0	0
0.612	1	0	62	3	1	8	317	0	0
0.612	1	0	62	3	3	14	193	0	0
0.558	1	0	56	9	1	8	421	0	0
0.613	1	0	62	4	1	8	101	0	0
0.613	1	0	62	4	2	28	373	0	0
0.613	1	0	62	4	4	20	389	0	0
0.613	1	0	62	4	5	22	349	0	0
0.559	1	0	56	10	4	20	1191	0	0
0.614	1	0	62	5	1	8	241	0	0
0.614	1	0	62	5	3	14	317	0	0
0.615	1	0	62	6	1	8	32	0	0
0.615	1	0	62	6	2	28	373	0	0
0.615	1	0	62	6	3	14	193	0	0
0.615	1	0	62	6	4	20	293	0	0
0.615	1	0	62	6	5	22	349	0	0
0.56	1	0	57	1	2	28	2196	0	0
0.616	1	0	62	7	1	8	349	0	0
0.616	1	0	62	7	3	14	125	0	0
0.617	1	0	62	8	2	28	373	0	0
0.617	1	0	62	8	3	14	253	0	0
0.617	1	0	62	8	4	20	293	0	0
0.617	1	0	62	8	5	22	349	0	0
0.561	1	0	57	2	3	14	775	0	0
0.618	1	0	62	9	1	8	349	0	0
0.618	1	0	62	9	4	20	193	0	0
0.562	1	0	57	3	1	8	421	0	0
0.619	1	0	62	10	2	28	373	0	0
0.619	1	0	62	10	3	14	389	0	0
0.619	1	0	62	10	4	20	97	0	0
0.619	1	0	62	10	5	22	349	0	0
0.62	1	0	63	1	1	8	317	0	0
0.62	1	0	63	1	4	20	293	0	0
0.563	1	0	57	4	1	8	421	0	0
0.621	1	0	63	2	1	8	67	0	0
0.621	1	0	63	2	2	28	373	0	0
0.621	1	0	63	2	3	14	317	0	0
0.621	1	0	63	2	5	22	349	0	0
0.564	1	0	57	5	5	22	1383	0	0
0.622	1	0	63	3	1	8	277	0	0
0.622	1	0	63	3	4	20	389	0	0
0.623	1	0	63	4	1	8	67	0	0
0.623	1	0	63	4	2	28	373	0	0
0.623	1	0	63	4	3	14	317	0	0
0.623	1	0	63	4	5	22	349	0	0
0.565	1	0	57	6	3	14	775	0	0
0.624	1	0	63	5	1	8	317	0	0
0.624	1	0	63	5	4	20	293	0	0
0.625	1	0	63	6	2	28	373	0	0
0.625	1	0	63	6	3	14	389	0	0
0.625	1	0	63	6	5	22	469	0	0
0.566	1	0	57	7	1	8	421	0	0
0.626	1	0	63	7	1	8	317	0	0
0.626	1	0	63	7	4	20	293	0	0
0.567	1	0	57	8	4	20	1191	0	0
0.627	1	0	63	8	2	28	373	0	0
0.627	1	0	63	8	3	14	317	0	0
0.627	1	0	63	8	4	20	293	0	0
0.627	1	0	63	8	5	22	233	0	0
0.628	1	0	63	9	1	8	389	0	0
0.628	1	0	63	9	3	14	61	0	0
0.568	1	0	57	9	1	8	421	0	0
0.629	1	0	63	10	2	28	185	0	0
0.629	1	0	63	10	3	14	317	0	0
0.629	1	0	63	10	4	20	293	0	0
0.629	1	0	63	10	5	22	349	0	0
0.63	1	0	64	1	1	8	349	0	0
0.63	1	0	64	1	2	28	185	0	0
0.63	1	0	64	1	5	22	113	0	0
0.569	1	0	57	10	3	14	775	0	0
0.631	1	0	64	2	3	14	389	0	0
0.631	1	0	64	2	4	20	389	0	0
0.631	1	0	64	2	5	22	233	0	0
0.632	1	0	64	3	1	8	349	0	0
0.632	1	0	64	3	2	28	373	0	0
0.57	1	0	58	1	1	8	421	0	0
0.633	1	0	64	4	3	14	317	0	0
0.633	1	0	64	4	4	20	389	0	0
0.633	1	0	64	4	5	22	349	0	0
0.571	1	0	58	2	2	28	2196	0	0
0.634	1	0	64	5	1	8	349	0	0
0.634	1	0	64	5	2	28	373	0	0
0.635	1	0	64	6	3	14	389	0	0
0.635	1	0	64	6	4	20	293	0	0
0.635	1	0	64	6	5	22	349	0	0
0.572	1	0	58	3	5	22	1383	0	0
0.636	1	0	64	7	1	8	349	0	0
0.636	1	0	64	7	2	28	373	0	0
0.637	1	0	64	8	3	14	317	0	0
0.637	1	0	64	8	4	20	389	0	0
0.637	1	0	64	8	5	22	349	0	0
0.573	1	0	58	4	1	8	421	0	0
0.638	1	0	64	9	1	8	349	0	0
0.638	1	0	64	9	2	28	373	0	0
0.639	1	0	64	10	3	14	317	0	0
0.639	1	0	64	10	4	20	293	0	0
0.639	1	0	64	10	5	22	469	0	0
0.574	1	0	58	5	4	20	1191	0	0
0.64	1	0	65	1	1	8	349	0	0
0.64	1	0	65	1	2	28	373	0	0
0.575	1	0	58	6	3	14	775	0	0
0.641	1	0	65	2	3	14	389	0	0
0.641	1	0	65	2	4	20	389	0	0
0.641	1	0	65	2	5	22	233	0	0
0.642	1	0	65	3	1	8	349	0	0
0.642	1	0	65	3	2	28	373	0	0
0.576	1	0	58	7	1	8	421	0	0
0.643	1	0	65	4	3	14	317	0	0
0.643	1	0	65	4	4	20	389	0	0
0.643	1	0	65	4	5	22	349	0	0
0.644	1	0	65	5	1	8	349	0	0
0.644	1	0	65	5	2	28	373	0	0
0.577	1	0	58	8	1	8	421	0	0
0.645	1	0	65	6	3	14	389	0	0
0.645	1	0	65	6	4	20	293	0	0
0.645	1	0	65	6	5	22	349	0	0
0.578	1	0	58	9	3	14	775	0	0
0.646	1	0	65	7	1	8	349	0	0
0.646	1	0	65	7	2	28	373	0	0
0.647	1	0	65	8	3	14	317	0	0
0.647	1	0	65	8	4	20	389	0	0
0.647	1	0	65	8	5	22	349	0	0
0.579	1	0	58	10	4	20	1191	0	0
0.648	1	0	65	9	1	8	349	0	0
0.648	1	0	65	9	5	22	233	0	0
0.649	1	0	65	10	1	8	32	0	0
0.649	1	0	65	10	2	28	373	0	0
0.649	1	0	65	10	3	14	389	0	0
0.649	1	0	65	10	4	20	293	0	0
0.58	1	0	59	1	5	22	1383	0	0
0.65	1	0	66	1	1	8	317	0	0
0.65	1	0	66	1	5	22	349	0	0
0.651	1	0	66	2	1	8	32	0	0
0.651	1	0	66	2	2	28	373	0	0
0.651	1	0	66	2	3	14	317	0	0
